orig_premise,orig_hypothesis,gold_label,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise,diff_premise_probs,diff_hypothesis_probs
An adorable child leaping to block a soccer ball from entering the goal.,A child blocks a goal with his hockey stick.,neutral,An adorable child leaping to block a puck from entering the goal.,A child blocks with his head.,0,1,0,0.14285714285714285,0.4,106.17191314697266,88.77088165283203,0.763014776923228,-0.33854037523269653
A man interviews a boy in a gathering of people.,A man slaps a little boy in front of a gather of people.,neutral,A man punishes a boy in front of a gathering of people.,A man talks with a boy in front of a gather of people.,0,2,1,0.2727272727272727,0.21428571428571427,24.392009735107422,15.011456489562988,0.9602495565195568,0.987716546491356
A rugby player swings his leg back to punt the ball.,There is a person sitting on the bed.,neutral,A player swings his long leg back to punt the ball on his bed.,The rugby player is about to punt the ball.,0,1,1,0.4166666666666667,0.8888888888888888,34.425872802734375,59.152400970458984,0.5975737054104684,0.9624394852871774
A basketball player in a red uniform is trying to make a basket but is being blocked by the opposing team.,The basketball player is stretching on the sidelines.,neutral,A player in a red uniform is stretching on the sidelines before entering the game.,The basketball player is being blocked.,0,2,1,0.5909090909090909,0.4444444444444444,26.79302978515625,39.31690979003906,0.8759718391229399,0.988941813538986
A photo of a woman in a black coat standing in front of a large two-paneled photo depicting a woman in a gray dress looking down with her hand in a bag.,The photo was of two men.,neutral,A photo of a scientist in a black coat standing in front of a large two-paneled photo depicting a person in a gray suit looking down with their hand in a bag.,The photo was of women.,0,0,1,0.11428571428571428,0.2857142857142857,25.167327880859375,33.453453063964844,-0.022878825664520264,0.6007792775344569
A young family enjoys feeling ocean waves lap at their feet.,A family is out at a restaurant.,neutral,A young family enjoys feeling ocean waves lap at their feet as they dine.,A family has their feet near water.,0,2,1,0.25,0.625,168.2705535888672,85.68598937988281,0.7555390940979123,0.9769750269770157
A policeman on a motorcycle from the rear.,An officer on a chopper.,neutral,A person on a chopper from the rear.,Law enforcement on a vehicle.,1,2,1,0.2222222222222222,0.5,86.4683837890625,45.135982513427734,0.964369373396039,0.005630970001220703
A worker is preparing fish to be sold at a market.,A person is on a boat fishing.,neutral,A worker is preparing fish while aboard a boat to be sold at a market.,A worker is preparing salmon to be sold at a market.,0,1,2,0.3333333333333333,1.125,10.204161643981934,48.70961380004883,0.5654710527160205,0.9959697797894478
A young boy with a shaved head and dirty white collared shirt holds a chicken in his arm.,The young boy went swimming.,neutral,A young person with a shaved head and dirty white collared shirt holds a chicken in his arm went swimming.,The young boy's shirt is not clean.,0,1,1,0.15789473684210525,0.8333333333333334,27.825284957885742,56.84019088745117,0.9318087813444436,0.975654732901603
2 people with backpacks are at a table with a woman with a beige blazer sitting behind it.,10 people are kissing,neutral,A married couple with backpacks are at a table with multiple couples kissing behind it.,A couple is at a table.,0,2,2,0.5263157894736842,1.75,42.4951057434082,117.13008880615234,0.6454462222900474,0.503291469081887
A group of adults standing up with children in sports attire kneeling on the ground.,A woman drinks moonshine.,neutral,Woman is standing up. ,There were children on their knees.,0,0,1,0.8125,1.2,71.99224090576172,307.5570373535156,-0.004087388515472412,0.9724389261176611
A young girl is standing in a kitchen holding a green bib.,A boy is playing with a firetruck.,neutral,A young boy is standing in a kitchen playing.,A girl in in the kitchen.,0,2,1,0.38461538461538464,0.75,45.531349182128906,31.733030319213867,0.9955756612289406,0.9829582702445805
Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.,The little boys are crying.,neutral,Two little kids are sad and crying while one is standing and one is in a bouncy seat.,The little caucasian boys are laughing.,0,2,2,0.15789473684210525,0.3333333333333333,34.48065948486328,38.52793884277344,0.7685562597471289,0.9980411754804663
Man in leather jacket and scarf sits on purple cushion at a party.,A person is sleeping on the couch.,neutral,Man in leather jacket and scarf lays on purple couch at a party.,A man sits on a cushion.,0,2,1,0.14285714285714285,0.625,51.77315139770508,53.41503143310547,0.8459979572799057,0.992764678572712
A young couple sitting in a black chair smiling.,Two young people are angry.,neutral,A young couple sitting in a black chair having a discussion.,Somebody might get angry soon.,0,2,2,0.3,0.8333333333333334,128.03204345703125,66.02046203613281,0.7264371377095813,0.9911803465947742
A woman wearing a striped wrap is bent over in a cornfield while looking at the camera.,A man wearing a bathing suit is bent over in a cornfield while looking at the camera.,neutral,A man wearing a suit is bent over in a cornfield while looking at the camera.,There is a woman in the cornfield.,0,0,1,0.16666666666666666,0.7777777777777778,24.697612762451172,8.564054489135742,-0.03813678026199341,0.9966399040677061
A smiling man and a baby girl posing for photo.,A girl poses for a selfie with her mother.,neutral,A smiling woman and a baby girl posing for photo.,A girl poses for a selfie with her father.,0,2,2,0.09090909090909091,0.1,29.63475799560547,30.93838882446289,0.9658030904829502,0.9620231427252293
A bicyclist wearing white sunglasses and a white and black helmet.,Nobody has sunglasses,neutral,A bicyclist wearing a white and black helmet.,The bicyclist is wearing white sunglasses to stand out of the rest.,0,0,2,0.25,4.0,39.829986572265625,162.78085327148438,-0.011086761951446533,0.9917095857090317
A man in a dark long rainproof jacket but dry hair walks to the left in a city that has recently rained.,the man is sitted in the bar,neutral,"A man in a dark long rainproof jacket but dry hair walks to the left in a city that has recently rained, and he enters a rough business and takes a seat.",A man thinks about finding a place to get dry.,0,0,2,0.4782608695652174,1.4285714285714286,84.66461944580078,107.08737182617188,-0.005183517932891846,0.9967000721080694
A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The woman is wearing a full sleeved jacket.,neutral,A woman with a denim jacket is holding her hand up above a black and white dog that is jumping.,The woman is wearing something without full sleeves.,0,0,1,0.17391304347826086,0.4444444444444444,55.6019401550293,42.318756103515625,-0.20777565240859985,0.9702169962693006
A large group of people walking in a busy city at night.,People are outside in a park.,neutral,A large group of people walking in a busy city at night are outside. ,People are outside in the city.,0,0,1,0.15384615384615385,0.2857142857142857,39.89970397949219,78.58501434326172,0.0015038251876831055,0.9728777362033725
Two children play in the snow by the side of the road.,Toddles are roasting marshmallows.,neutral,Two children are by the camp fire.,Children are playing in the snow.,0,2,1,0.6153846153846154,1.0,13.1439847946167,102.0841293334961,0.9510978546459228,0.9870657647634289
"A man sitting on a statue outdoors, near a woman standing next to him.",children playing baseball at the park,neutral,"A man sitting, with children playing next to him.","One person sits, while the other person stands.",0,0,1,0.5,1.5,42.06332015991211,87.26952362060547,-0.054983437061309814,0.9694861846564891
An asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand.,The teenager is sliding down the railing.,neutral,An Asian teenager is hanging out with his friends and coming down. ,The teenager is tired.,0,2,2,0.7391304347826086,0.5,35.66938781738281,107.01254272460938,0.5126461728505092,0.8560799702099757
A man of the cloth puts a black substance on a man's forehead.,The women are at the park.,neutral,A man of the cloth puts a black substance on a man's forehead while his wife and her girlfriends are outside.,A priest is anointing a follower.,0,2,2,0.5333333333333333,0.8571428571428571,52.525997161865234,44.49699020385742,0.6388584075029939,0.9857043919619173
a woman wearing a pink tank top holding a mug of liquid,A woman in a blue tank top holding a car.,neutral,a woman wearing a pink tank top holding something.,A woman holding a mug of coffee.,0,0,2,0.3333333333333333,0.6363636363636364,41.729679107666016,26.536283493041992,-0.0030135512351989746,0.9944986355258152
"Two black guys, that are on rival teams playing basketball.",Two women playing basketball.,neutral,"Two black women, that are on rival teams playing outside.",Two women may be playing basketball with two men.,0,2,2,0.16666666666666666,1.0,57.987022399902344,144.36672973632812,0.9642509733093902,0.937270036782138
A woman is holding a large check for Kids Food Basket.,She is stealing from them.,neutral,A woman is holding a large check that belongs to Kids Food Basket.,She is donating her own money to them.,0,0,2,0.25,0.8333333333333334,65.73943328857422,76.77909088134766,-0.017547190189361572,0.9840949615463614
Swimming in the wide blue ocean.,The ocean swims in the blue wideness.,entailment,Ocean swimming in the wide.,The blue ocean is empty and wide.,1,2,0,0.5714285714285714,0.75,60.59299850463867,177.36273193359375,0.48727938532829285,0.5305684208869934
Two men and one woman with blond-hair walk through a gate with barbed wire on top.,Two dogs are walking throught a gate.,neutral,Two pets and one woman with blond-hair walk through a gate with barbed wire on top.,Two blonde men are walking through a gate.,0,1,0,0.05263157894736842,0.375,47.04027557373047,91.44965362548828,0.9700547312386334,-0.05445796251296997
Man and a child at an exhibit booth looking at something.,A woman and her dog are eating breakfast.,neutral,A woman is eating pierogis with her dog at an exhibit booth.,A man and a child are both looking at something,0,2,1,0.9166666666666666,0.7777777777777778,39.33806228637695,61.942195892333984,0.8497864335076883,0.9592848824668181
A group of swimmers jump into a pool.,A group of swimmers are sitting on an airplane on the way to their swimming competition.,neutral,A group of swimmers on their way to a swimming competition.,A group of young swimmers will jump into the pool to enjoy summer.,0,0,2,0.6666666666666666,0.6470588235294118,31.03444480895996,15.308575630187988,-0.00010967254638671875,0.9949210737140675
A few women and children are collecting items from rocks.,People are throwing rocks.,neutral,A few women and children are collecting items from rocks that are landing near them.,People are  collecting items from big rocks.,0,0,2,0.45454545454545453,1.0,136.80064392089844,71.66795349121094,-0.05892974138259888,0.8941024988889694
A group of female athletes are huddled together and excited.,The group of athletes all can breathe underwater.,neutral,A group of female athletes are all underwater.,The group of athletes all can breathe.,0,1,1,0.36363636363636365,0.1111111111111111,59.97225570678711,60.932369232177734,0.9451976615164313,0.8815393048498663
"A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.",The blanket is black.,neutral,A woman with a blanket over her head is holding a baby wrapped in a blanket.,The blanket is colorful.,0,2,1,0.2916666666666667,0.2,20.188514709472656,17.57472038269043,0.9928757136221975,0.8930938187404536
"A dark-skinned person, crouched while painting a sign.",A white man is painting his house.,neutral,"A man, crouched while painting a house.",A dark-skinned man is painting his house number.,0,2,2,0.4166666666666667,0.5,72.25702667236328,70.95536804199219,0.9961185862775892,0.7222575356718153
A woman with a black purse and a red coat is sitting on a pillar of concrete.,"The woman is running down the path, jogging with earphones in her ears.",neutral,A woman with red earphones is going down the path next to a pillar of concrete.,The woman has taken a seat.,0,2,1,0.5555555555555556,0.8,35.43465805053711,39.4121208190918,0.979270094914682,0.9835735685273903
A man in a green shirt and large beige hat is supervising a newsstand that sells snacks and drinks.,the man is at home sleeping,neutral,A man in a green shirt and large beige hat is supposed to be supervising a newsstand that sells snacks and drinks.,The newsstand supervisor is wearing a green shirt.,0,0,1,0.15,1.3333333333333333,32.19182205200195,46.473175048828125,-1.728534698486328e-05,0.9853233809026278
"Two boys with blond-hair, wearing striped shirts on a bed.",Children playing in the park.,neutral,"Two boys with blond-hair, wearing striped shirts on park furniture.",Children wear shirts on a bed.,0,0,1,0.14285714285714285,0.8333333333333334,98.01912689208984,118.1475830078125,-0.18860429525375366,0.9859377182119715
A man pointing into the ear wearing a striped shirt in a small boat filled with many people.,A man is pointing into the foot and wearing a striped shirt.,neutral,A man pointing wearing a shirt in a small boat filled with many people.,A man is pointing and wearing a striped shirt.,0,2,1,0.21052631578947367,0.23076923076923078,63.86936569213867,103.41051483154297,0.910575486253947,0.9714082856080495
A singer wearing a leather jacket performs on stage with dramatic lighting behind him.,the singer did not show up,neutral,A producer wearing a large leather jacket has to perform on stage with dramatic lighting behind him.,the singer did not show up until the show was about to start.,0,0,0,0.3333333333333333,1.3333333333333333,48.830657958984375,97.13453674316406,-0.003270566463470459,-0.0002008676528930664
Two daschunds play with a red ball,A cat in a litter box.,neutral,Two daschunds play with a red ball and bark at the cat.,Two dogs play with a small ball.,0,0,2,0.8571428571428571,0.8571428571428571,107.09508514404297,66.29681396484375,-0.007739841938018799,0.6956334518981748
A man playing a piano,A boy is playing trombone.,neutral,A musician is playing an instrument,A boy is also playing trombone.,0,2,2,0.8,0.16666666666666666,96.77932739257812,91.10845947265625,0.9684952661045827,0.6671275660046376
San Fransisco 49ers football field with cheerleaders and a packed stadium.,The football game got cancelled and the field is empty.,neutral,San Fransisco 49ers football field without any cheerleaders and an empty stadium.,The football game was packed.,0,2,1,0.3333333333333333,0.6363636363636364,50.85012435913086,42.890159606933594,0.9870467219443526,0.8447285229322006
Many roller derby players skating around the rink.,roller derby players laying down after the match.,neutral,Many roller derby players are laying down.,fat roller derby players are skating.,0,2,2,0.4444444444444444,0.6666666666666666,276.28875732421875,139.8934783935547,0.9891910685691983,0.9989769591484219
A man standing in front of a building on the phone as two men to the side pain on the side.,two girls walk through a hall,neutral,A man standing in front of a building on the phone as two girls walk out on the side.,A man uses a phone.,0,0,1,0.22727272727272727,1.0,67.55039978027344,48.89371871948242,-0.0011335015296936035,0.9899410012035332
The man in the sailor suit is holding literature.,A chef is cooking stew.,neutral,The chef in the uniform is cooking.,A man is holding something.,0,2,1,0.5,0.5,61.45503234863281,99.75773620605469,0.9988586729232338,0.9754078819969436
Two women wearing red are smiling at the camera.,With their backs turned to the camera were two women wearing blue dresses,neutral,Two women wearing dresses are smiling.,Shyingly facing the camera were two women wearing red dresses.,0,0,2,0.4,0.5384615384615384,91.14252471923828,51.832489013671875,-0.30357056856155396,0.9410248382773716
A young black man is getting his hair buzzed off.,The lady is at the hair salon.,neutral,A young black woman is getting her hair buzzed off.,The man is at the luxury hair salon.,0,2,2,0.18181818181818182,0.25,45.0091552734375,40.62369155883789,0.9460206683725119,0.8041464146226645
A man with a pinstriped shirt and tan slacks adjust his tie while looking at a apple laptop computer.,A woman adjusts her bra,neutral,A woman man with a pinstriped shirt and tan slacks adjusts her clothing while looking at a apple laptop computer.,A man adjusts his ridiculous attire.,0,0,1,0.2,1.0,81.64483642578125,99.2732925415039,-0.23650145530700684,0.9415906776775955
A man wearing a business suit holds up a drink as the other laughs.,the man is crying and writing,neutral,A man wearing a business suit holds up a pen as another laughs.,the man has had a successful day.,0,0,2,0.2,1.0,69.87602996826172,66.83699798583984,-0.00010102987289428711,0.6960918221011525
A black man in a blue suit is talking on a cellphone while smoking.,The man is jogging,neutral,A black person in a blue suit is jogging and is talking on a cellphone while smoking.,The man is smoking,0,1,1,0.26666666666666666,0.25,31.326704025268555,33.05717849731445,0.8259295579337049,0.8513201829337049
A little boy in a blue shirt is putting some sunglasses up to a window while a lady watches him.,A girl puts on some sunglasses,neutral,A little child in a blue shirt is putting some sunglasses up to a window while a lady watches.,A boy puts on some sunglasses,0,2,1,0.09523809523809523,0.16666666666666666,50.64510726928711,66.21296691894531,0.9127538765314966,0.9897724459005985
Three women are dancing among the bamboo.,A group of men are fencing.,neutral,Three women are dancing among the bamboo while four athletes are fencing.,Women are ballet dancing.,0,0,0,0.625,0.8571428571428571,268.0440368652344,131.13363647460938,-0.12326490879058838,-0.007309973239898682
A person in a red shirt is mowing the grass with a green riding mower.,A person in red is swimming in the Olympics.,neutral,A person in a red shirt is swimming.,A person in a red shirt is thirsty from mowing the grass.,0,2,2,0.5,0.6,24.745264053344727,39.03359603881836,0.9958568723886856,0.9783298881739029
"A woman in an American military uniform sits at a table and writes the words ""sad,"" ""depressed,"" and ""hatred"" on a large sheet of white paper.",A woman is diving off a mountain.,neutral,"A woman in an American military uniform sits at a table and writes the words ""sad,"" ""depressed,"" and ""hatred"" on a large sheet of white paper,then she gets up and dives.",A woman in an American uniform sits at a table and feels unhappy.,0,0,1,0.2,1.25,16.77815818786621,28.825054168701172,-0.02936166524887085,0.8199417516098038
A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.,man in suit,neutral,A businessman  conducts necessary business in a plaza using a concrete abutment as a work table.,man in sweater,2,2,1,0.19047619047619047,0.3333333333333333,194.55126953125,460.7877197265625,0.42796605825424194,0.6508642435073853
A girl in a black sweater and jeans pours water into an empty soda bottle.,A girl pours water into the ocean,neutral,A child in a black sweater and jeans pours water into the ocean.,A girl pours soda into the bottle.,0,2,0,0.3125,0.42857142857142855,20.758224487304688,22.171445846557617,0.7174627184867859,0.1976432204246521
Man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also.,A man is wearing nothing.,neutral,Man bowing on floor in front of another man bowing on floor with two other men wearing blue kneeling on same floor also.,A large man is wearing blue bowing.,0,0,2,0.14285714285714285,0.5,36.21729278564453,64.65457153320312,-0.002186000347137451,0.9741858030902222
A white greyhound dog wearing a muzzle runs around a track.,The dog is not wearing a muzzle.,neutral,A white greyhound dog runs around a track.,The dog is wearing a brown muzzle.,0,1,2,0.25,0.25,85.05290985107422,64.0899658203125,0.7378148030256853,0.9755512496922165
A man in colorful shorts is surfing under a wave.,A man is sunbathing.,neutral,A man in colorful shorts is lying down at the beach.,A man is surfing.,0,2,1,0.45454545454545453,0.2,83.82697296142578,54.385799407958984,0.6589433315675706,0.9899724874121603
A man swings his tennis racquet as the tennis ball gets closer to him.,A man is shooting a basketball at the goal.,neutral,"A man swings his tennis racquet as the tennis ball gets closer to him, and there are many other people at the athletic complex.",A man is swinging his racket at the ball.,0,0,1,0.7333333333333333,0.4,26.712858200073242,36.48817443847656,-3.7789344787597656e-05,0.8472692421751162
A man is sitting on the floor and is surrounded by pictures.,A man sitting on a barren floor.,neutral,A man is sitting on the floor.,A man sitting on floor full of photos from vacation.,0,2,2,0.38461538461538464,0.75,80.47223663330078,38.45486068725586,0.9636525697424076,0.9978110975935124
"a boy wearing jean shorts, and a black and blue shirt, reading a book, sits on a rolling device up against a wall that says book fair, while other people stand around.",The boy plays a video game.,neutral,"a boy wearing jean shorts, and a black and blue shirt sits on a rolling device up against a wall that says book fair, while other people stand around.",The boy is near other people.,0,2,1,0.13513513513513514,0.5714285714285714,51.417232513427734,53.007843017578125,0.878131203353405,0.9945044650230557
"Two girls, one wearing a pink shirt and the other wearing a blue shirt, are standing against a wall.",Two girls playing hopscotch in an open court.,neutral,"Two girls, one wearing a pink shirt and the other wearing a blue shirt, are playing.",Two girls are near each other.,0,2,1,0.18181818181818182,0.6666666666666666,13.73951530456543,19.10507583618164,0.9902851645601913,0.9921863458548614
People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.,People are taking the elevator.,neutral,People are moving to their destination while looking outside of the glass that makes up the wall.,People are taking the escalator up.,0,0,2,0.2608695652173913,0.3333333333333333,27.18091583251953,49.855953216552734,-0.27416831254959106,0.3554681760724634
A person in blue is the only person currently throwing their ball at a bowling alley.,The person is eating nachos.,neutral,Several people in blue are the only group currently eating at a bowling alley.,The person is practicing for a league game.,0,0,2,0.4117647058823529,0.8333333333333334,57.03452682495117,99.06451416015625,-0.1853620409965515,0.9284515045001172
"A man wearing black pants, an orange and brown striped shirt, and a black bandanna in a ""just thrown a bowling ball"" stance.",The bandana is expensive.,entailment,"A man wearing black pants, an orange and brown striped shirt, and a costly bandanna made from the finest silk is in a ""just thrown a bowling ball"" stance.",The bandana is black.,2,1,1,0.25,0.2,38.70856857299805,61.929256439208984,0.9430378223769367,0.9765653158538043
At least eight people are sitting at a table in a building that overlooks the city.,People sitting on the floor,neutral,At least eight tall people are sitting at a table in a building that overlooks the city.,People sitting at the dinner table.,0,0,2,0.058823529411764705,0.8,25.316469192504883,28.75909996032715,0.0024701356887817383,0.8126247487962246
A photographer and assistant take a photo of a man in a suit and a woman in a dress in front of large white columns and a yellow wall.,The photographer is taking a photo of a dog.,neutral,A photographer and assistant take a photo of a married couple and their pets in front of large white columns and a yellow wall.,The photographer is taking a photo of a man and a woman.,0,2,1,0.3,0.4,18.273658752441406,32.26522445678711,0.8003350329236127,0.9827344809600618
