Unnamed: 0,orig_premise,orig_hypothesis,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise,diff_premise_probs,diff_hypothesis_probs
304,a person is posed with one leg raised and one arm out at a competition with their teammates in the background.,a man posed with both arms out at a competition.,the person is fronted with equal leg raised and famously sitting out at a table with their arms in the background.,[CLS] man poses with artistic arms outstretched at a competition.,0,2,1,0.3181818181818182,0.5454545454545454,89.4798812866211,128.89527893066406,0.9523069784045219,0.7828948453534395
305,a man hammering nails on a shed.,the shed is made of t - shirts.,a man scratching pussy hem a shit.,the artwork is representative of t. cass.,0,2,2,0.5,0.5555555555555556,223.83767700195312,690.4983520507812,0.6305979788303375,0.7276780307292938
306,kids are looking at something on a table.,some kids are burning the table down.,activities are burnt at everything like a table.,@ kids are seeing the sit down.,0,2,2,0.4444444444444444,0.375,207.8453826904297,246.0981903076172,0.9858833416365087,0.5323518379591405
307,a man wearing a black hat and coat makes a face with a crowd behind him.,a man is taking a shower.,a man wearing a red shirt and underwear has a bathroom with a towel behind him.,[CLS] man is expecting a smile.,0,2,2,0.35294117647058826,0.7142857142857143,72.1478500366211,49.6394157409668,0.9845454918249743,0.9765739070280688
308,a couple is eating outside at a table and he is pointing at something.,a couple is eating inside at a table and he is pointing at something.,a couple is eating breakfast at a tray and he is pointing at something.,[CLS] couple is eating meat at a table and he is pointing at something.,0,1,2,0.13333333333333333,0.26666666666666666,34.189945220947266,25.85158920288086,0.7909215854015201,0.994811624288559
309,a young boy wearing an orange uniform stands on the field near a colorful ball.,a girl is wearing a sweater.,a little black. an old girl stands on the ground near a dark fence.,a boy is wearing a helmet.,0,2,2,0.5,0.2857142857142857,60.74745178222656,54.03938674926758,0.9958581421524286,0.9916384909301996
310,the blue kayak is being ridden over a small waterfall.,a guy is working out in the gym.,the bluebell guard is being worked in a large gym.,[CLS] person is working out in the gorge.,0,1,2,0.5454545454545454,0.5555555555555556,149.00050354003906,63.91567611694336,0.6075321764592445,0.9353678843035595
311,one female and two male musicians holding musical equipment.,there four females,three esther and two danish dancers with music equipment.,there are resources,0,1,1,0.6,0.6666666666666666,341.13287353515625,635.294189453125,0.9690564852207899,0.9863271694630384
312,"one man, shirtless, and a woman, clothed, jumping in the water.","two people are in a helicopter, high above the sahara desert.","one man, headless, and a woman, falcon, flies in the world.","two people are in a canal, partially above the bathing pool.",0,2,2,0.25,0.3076923076923077,50.29877471923828,63.93768310546875,0.9592380906360631,0.9899898554103856
313,"two formally dressed, bald older women",two long - haired young women.,"these were tall, blonde and bared",[CLS] long - excellent old women.,0,1,2,0.8571428571428571,0.7142857142857143,740.8396606445312,157.7213897705078,0.7585736654873472,0.9971390221035108
314,a younger couple is walking across a crosswalk outside with a very busy bus stop behind them.,there are people inside of a store.,"a favourite couple is seen in a shoproom, with a very busy bus stop behind them.",illuminating are people outside of a roadside.,0,1,1,0.2777777777777778,0.375,150.63865661621094,83.24790954589844,0.9925124248838983,0.9657486280775629
315,a man touching a hanging strand of lamps.,a man has his hands shoved into his coat pockets.,a man stalks a empty shop of doctors.,[CLS] man has his hand brought to his own notch.,0,2,1,0.4444444444444444,0.7272727272727273,275.0035705566406,81.91625213623047,0.9347144600469619,0.960298724387485
316,a mountaineer about to descend down a mountain with a blue helmet on.,a man is drinking hot cocoa inside a lodge.,a lodge den appears to sunshine down a mountain with a blue lodge. it,[CLS] man is receiving hot oxygen from a stunt.,0,2,2,0.5,0.7,115.9131851196289,202.92010498046875,0.9642018619524606,0.8892518225657113
317,a dog standing near snow looking at water.,a cat is laying on the couch.,a boy standing near pet looking at lies.,[CLS] snow is seen on the water.,0,2,1,0.3333333333333333,0.75,165.353271484375,149.6377410888672,0.9407817970932228,0.9473563888250283
318,"children at daycare playing on rings, and poles, one parent standing and holding her child and one teacher is sitting on the bench watching the others play.",children are body slamming each other.,"children at day school engages in intercourse, and movements, one mother watching and holding her child and the child is sitting on the floor watching the group repeat.",learners are taught encouraging each other.,0,2,2,0.43333333333333335,0.42857142857142855,141.29124450683594,153.88063049316406,0.9218049980700016,0.9397898651659489
319,a man sits outdoors with some of his belongings.,a man is inside.,a man sits alone with one of his books.,[CLS] man is worth.,0,1,2,0.3,0.8,238.58273315429688,74.11990356445312,0.6882030770648271,0.612399346427992
320,the dog is in the snow in front of some trees.,a cat plays in the snow.,the samantha is in the faerie in front of some trees.,a shepherd plays in the snow.,0,2,2,0.16666666666666666,0.14285714285714285,54.25465774536133,97.30601501464844,0.41873596506775357,0.9960138340538833
321,a motorist gets some air over a rough hill.,a motorist has stalled.,a motorist presently some space over a bare hill.,[CLS] motorist has disabilities.,0,1,2,0.3,0.8,254.1602020263672,306.7076110839844,0.8080886976240436,0.6247962918132544
322,two people riding their bikes down a street together.,a couple gets married at the courthouse.,the courtroom carries their heels down a street styled.,[CLS] couple gets together at the festival.,0,2,2,0.5,0.625,117.73164367675781,290.26837158203125,0.9886039725679439,0.9862534634012263
323,the white dog is pulling a large stick.,the dog is taking a nap at the park.,the scan dog is having a large nap.,[CLS] dog is currently a favorite at the park.,0,2,2,0.3333333333333333,0.5,158.0857391357422,75.93370819091797,0.9954003372986335,0.9984736719925422
324,a hand holds a strainer with a small amount of liquid in it with a table with bins in the background.,a city of ice sits in the distance.,a fort is a frozen swan with a large amount of ice in it with a toilet and overruns in the distance.,[CLS] process of control occurs in the surroundings.,0,1,1,0.45454545454545453,0.7777777777777778,86.43853759765625,65.42640686035156,0.9660146130481735,0.9811035288730636
325,a jubilant crowd dressed fabulously in purple red and yellow - gold move in step on a metropolitan street.,one person walking on the street.,a jubilant hero painted immaculately inlaid red and gold and gold walked in disappears on a kota street.,[CLS] and entertaining on the street.,0,1,1,0.5,0.7142857142857143,226.72386169433594,144.60104370117188,0.9635267952689901,0.8126291135558859
326,a group of people is sitting at a large table and using paint brushes to form characters on white paper.,the people are using their fingers to paint with.,a group of people is sitting at a nearby table and they hardware jeans to form paintings on the walls.,and people are allowed their fingers to pace with.,1,1,1,0.3333333333333333,0.3,85.69722747802734,77.31846618652344,0.08127033710479736,0.14881455898284912
327,a man and a child are purchasing ice cream from a man with a hand pushed ice cream cart.,a couple is eating in a restaurant.,a man and a wife are sharing ice cream from a restaurant with a hand squeezed ice cream tray.,a couple is entertaining in a gesture.,0,1,1,0.25,0.25,103.92665100097656,62.178016662597656,0.9701763248012867,0.9024836873577442
328,an adorable child leaping to block a soccer ball from entering the goal.,a child blocks a goal with his hockey stick.,the nearest child utilizes to block a hockey goal from entering the goal.,[CLS] young blocked the goal with a single shot.,0,1,2,0.35714285714285715,0.9,167.9429473876953,107.09742736816406,0.9786807729979046,0.7443005612585694
329,a man interviews a boy in a gathering of people.,a man slaps a little boy in front of a gather of people.,a brutal shocked a boy in a pack of people.,a man analyzes a little boy in front of a group of people.,0,2,1,0.2727272727272727,0.14285714285714285,26.60494041442871,76.4164047241211,0.956650032021571,0.9683189897095872
330,a rugby player swings his leg back to punt the ball.,there is a person sitting on the bed.,a lullaby player resting his head back to host the ball.,there is a system located on the line.,0,2,1,0.3333333333333333,0.3333333333333333,122.5465316772461,103.68939971923828,0.9649537631776184,0.8378770429844735
331,a basketball player in a red uniform is trying to make a basket but is being blocked by the opposing team.,the basketball player is stretching on the sidelines.,a towel player in a strip carrier is trying to make a basket but is being retracted by the side team.,[CLS] basketball player is ranked on the defensive end.,0,1,2,0.22727272727272727,0.6666666666666666,63.318504333496094,110.78275299072266,0.8238914857611235,0.9935468289186247
332,a photo of a woman in a black coat standing in front of a large two - paneled photo depicting a woman in a gray dress looking down with her hand in a bag.,the photo was of two men.,a photo of a men in a white coat stands in front of a large two - waxed jacket depicting a men in a red dress lying down with his hands in a white.,the photo was considered a owners.,0,1,2,0.3142857142857143,0.42857142857142855,47.05202102661133,49.15726089477539,0.9708646957587916,0.9891048660501838
333,a young family enjoys feeling ocean waves lap at their feet.,a family is out at a restaurant.,"a young frenchman enjoys butter, smiles back at their feet.",[CLS] family is encouraged at a place.,0,2,1,0.4166666666666667,0.625,396.2815246582031,234.1793212890625,0.9660267578437924,0.7559844883799087
334,a policeman on a motorcycle from the rear.,an officer on a chopper.,a 44 on a motorcycle in the rear.,[CLS] officer on a vehicle.,1,2,1,0.2222222222222222,0.6666666666666666,113.7085189819336,156.68296813964844,0.5146304536610842,-0.005337119102478027
335,a worker is preparing fish to be sold at a market.,a person is on a boat fishing.,a fisherman is seeking fish to be caught at a float.,[CLS] labor is on a job business.,0,1,1,0.3333333333333333,0.75,119.84475708007812,98.45509338378906,0.7319169040420093,0.8226920362212695
336,a young boy with a shaved head and dirty white collared shirt holds a chicken in his arm.,the young boy went swimming.,a young darted with a wet head and sporting white collared shirt contains a rainbow in his hair.,[CLS] young billy misses this.,0,1,2,0.3157894736842105,1.0,95.957763671875,161.85586547851562,0.5848091361112893,0.7802048474550247
337,2 people with backpacks are at a table with a woman with a beige blazer sitting behind it.,10 people are kissing,10 – with fiancees are at a prom with a woman in a pink blazer sitting behind them.,respected people are curious,0,2,2,0.3684210526315789,0.5,114.13935089111328,134.72824096679688,0.96959398315812,0.9789249710884178
338,a group of adults standing up with children in sports attire kneeling on the ground.,a woman drinks moonshine.,a group of pleasures lights up with painter inzell attire haunt on the ground.,[CLS] women wielding athleticsily.,0,2,1,0.375,1.2,260.07666015625,609.1520385742188,0.9955414555370226,0.5380427783896948
339,a young girl is standing in a kitchen holding a green bib.,a boy is playing with a firetruck.,a young guy is hand in a crate holding a truck scareb.,a cum is welcomed with a water bruck.,0,2,2,0.38461538461538464,0.5,196.75411987304688,132.4393768310547,0.6918799229133583,0.6139865465629555
340,two little boys are smiling and laughing while one is standing and one is in a bouncy seat.,the little boys are crying.,two little boys are rouse and cow while one is standing and one is in a bouncy tent.,[CLS] little boys are dressed.,0,2,2,0.15789473684210525,0.6666666666666666,70.79717254638672,85.7021255493164,0.9864171968656592,0.6626081691938452
341,man in leather jacket and scarf sits on purple cushion at a party.,a person is sleeping on the couch.,anna in empty jacket and then amadeus on home shifts at a party.,[CLS] person remains perched on the chair.,0,2,1,0.42857142857142855,0.75,144.58358764648438,261.3554382324219,0.7720232883002609,0.8902660876265145
342,a young couple sitting in a black chair smiling.,two young people are angry.,a young couple sitting in a nearby room vomiting.,[CLS] young people are amused.,0,1,1,0.3,0.6666666666666666,144.59014892578125,104.36634826660156,0.8173689226041461,0.7884095291028643
343,a woman is cutting into a sandwich while sitting at an outdoor table.,the lady on the table is leeping,a woman is falling over a pool while sitting at an outdoor table.,the lady of the table is noticed by,1,1,2,0.21428571428571427,0.42857142857142855,62.41946792602539,74.94477081298828,0.36656343936920166,0.7245641201734543
344,a woman wearing a striped wrap is bent over in a cornfield while looking at the camera.,a man wearing a bathing suit is bent over in a cornfield while looking at the camera.,a man wearing a terrible torso is bent over in a cornfield while looking at the camera.,"- female, a girl outfit is bent over in a cornfield while looking at the camera.",0,2,1,0.16666666666666666,0.2777777777777778,27.171894073486328,15.420958518981934,0.9105131660762709,0.9504458275296201
345,a smiling man and a baby girl posing for photo.,a girl poses for a selfie with her mother.,a silhouette girl and a young girl posing for breasts.,that girl poses for a selfie with her grandparents.,0,2,2,0.36363636363636365,0.2,53.96150588989258,62.2688102722168,0.9774970449507236,0.9660537876188755
346,a bicyclist wearing white sunglasses and a white and black helmet.,nobody has sunglasses,a semicyclist wearing white leg and a yellow and black trousers.,##oya has trademark,0,2,1,0.3333333333333333,1.3333333333333333,379.70855712890625,293.94525146484375,0.6292931395000778,0.4100432342656859
347,a man in a dark long rainproof jacket but dry hair walks to the left in a city that has recently rained.,the man is sitted in the bar,"a man in a dark gray wine wine jacket but comfortable, looks to the left of a cigar that has been closed.",[CLS] man is protected sheltered by the long,0,2,1,0.43478260869565216,1.0,214.02598571777344,104.23107147216797,0.9619275568111334,0.9201291038598356
348,a woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,the woman is wearing a full sleeved jacket.,"a woman guarding a shade and red harper is holding her hand, and a black and white dog that is reading.",[CLS] woman is wearing a full sleeved decoration.,0,2,1,0.2608695652173913,0.4444444444444444,99.31902313232422,97.03024291992188,0.9862346472218633,0.9701705046463758
349,a large group of people walking in a busy city at night.,people are outside in a park.,a small group of people sit in a sunny garden city park.,[CLS] are people in lincoln heights.,0,1,2,0.46153846153846156,0.8571428571428571,106.51571655273438,67.06388092041016,0.9796302868053317,0.9822911964729428
350,two children play in the snow by the side of the road.,toddles are roasting marshmallows.,two eagerly den in the playhouse by the side of the road.,potential children are encountering foxmallows.,0,2,2,0.23076923076923078,0.8,120.33567810058594,174.5546875,0.8172255840618163,0.9977195945102721
351,"a man sitting on a statue outdoors, near a woman standing next to him.",children playing baseball at the park,"a descendant out on a ball play, beside the boys standing next to him,","commemorating the meeting, the platform",0,2,2,0.5,0.8333333333333334,86.63440704345703,142.3127899169922,0.9850625191465952,0.9903536830679514
352,an asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand.,the teenager is sliding down the railing.,an asian teenager wearing a white shirt and black deck is shown on the bunk with his face vibration on his hand.,[CLS] character is counting down the realization.,0,2,2,0.21739130434782608,0.75,76.5784683227539,148.01287841796875,0.7700483544758754,0.9600541933468776
353,a man of the cloth puts a black substance on a man's forehead.,the women are at the park.,a man of the day kicked a golden duck on a woman's shoulder.,the men are recognised the master.,0,2,2,0.4,0.42857142857142855,111.07626342773438,113.09353637695312,0.9912715253885835,0.9876209197100252
354,a woman wearing a pink tank top holding a mug of liquid,a woman in a blue tank top holding a car.,a. wearing a blue tank top holding a plastic of liquid,[CLS] woman in a water tank top and a kitchen.,0,2,2,0.3333333333333333,0.5454545454545454,93.949462890625,73.31166076660156,0.6731337559176609,0.910526777501218
355,"two black guys, that are on rival teams playing basketball.",two women playing basketball.,"two black women, that are on athletic teams play basketball.",[CLS] individuals play basketball.,0,1,1,0.25,1.0,152.66354370117188,105.9856185913086,0.9880622393102385,0.9880124694318511
356,a woman is holding a large check for kids food basket.,she is stealing from them.,a woman is holding a large leap for unrelated other victims.,[CLS] ing money from them.,0,2,1,0.3333333333333333,0.8333333333333334,301.5909423828125,190.9305419921875,0.9690310200676322,0.4952826417356846
357,swimming in the wide blue ocean.,the ocean swims in the blue wideness.,drifted in the wide blue sea.,[CLS] ocean swells in the open surface areas.,1,1,1,0.2857142857142857,0.875,165.51309204101562,138.9939727783203,0.2373826503753662,0.24333059787750244
358,two men and one woman with blond - hair walk through a gate with barbed wire on top.,two dogs are walking throught a gate.,two sons and one daughter with blond feather hair paws through a gate withiel wire on top.,[CLS] members are walking through to a gate.,0,1,1,0.3157894736842105,0.75,95.5673828125,305.29315185546875,0.956123158801347,0.9446312640793622
359,man and a child at an exhibit booth looking at something.,a woman and her dog are eating breakfast.,kate and a multitude at an airport pub eat at breakfast.,[CLS] man and her father had shown something.,0,2,2,0.5,0.8888888888888888,173.7923583984375,164.58370971679688,0.8145147889154032,0.9003378479974344
360,a woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees.,the woman is hanging out with her kids,a woman garden on a sofa with a red ponytail and gated porch and tall trees.,[CLS] woman is hanging out with her child,2,2,2,0.29411764705882354,0.5,163.43199157714844,95.22930908203125,0.006237685680389404,0.008344411849975586
361,a group of swimmers jump into a pool.,a group of swimmers are sitting on an airplane on the way to their swimming competition.,a group ofplanes strapped into a lake.,[CLS] group of swimmers are chosen on a lane on the way to a freestyle competition.,0,2,2,0.4444444444444444,0.47058823529411764,53.00897216796875,67.46065521240234,0.9863206003101368,0.989921078482439
362,a few women and children are collecting items from rocks.,people are throwing rocks.,a few women and children are hurled stones from rocks.,people are using rocks.,0,1,1,0.18181818181818182,0.2,119.922607421875,139.96588134765625,0.9871484823524952,0.9796844311058521
363,a group of female athletes are huddled together and excited.,the group of athletes all can breathe underwater.,a group of swimmer swimmers are sitting together and gasping.,[CLS] group of athletes supports rush kicking swimmers.,0,1,2,0.36363636363636365,0.7777777777777778,263.4173278808594,80.53984069824219,0.9759342867109808,0.984373892453732
364,"a woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.",the blanket is black.,"a woman with a blanket tattooed over her head, over a baby wrapped in a blanket, pen, and pocket watch.",the infant is small.,0,2,2,0.3333333333333333,0.4,25.68638801574707,52.375144958496094,0.9917842929717153,0.7678535168524832
365,"a dark - skinned person, crouched while painting a sign.",a white man is painting his house.,"a beautiful fish skinned man, "" while embracing a painting.",[CLS] young man is making his portrait.,0,2,2,0.5,0.75,213.24404907226562,261.2377014160156,0.8771484901662916,0.947732370113954
366,a woman with a black purse and a red coat is sitting on a pillar of concrete.,"the woman is running down the path, jogging with earphones in her ears.",a woman with a red legs and a red coat is running on a trail of grass.,"[CLS] woman is waiting on the sidewalk, sitting with hand signals in her purse.",0,2,2,0.2777777777777778,0.6666666666666666,58.17246627807617,37.410186767578125,0.9984889569714142,0.9795687141850067
367,a man in a green shirt and large beige hat is supervising a newsstand that sells snacks and drinks.,the man is at home sleeping,a man in a gray suit and a berkshire hat is like a domestic pie that makes blankets and sleeping.,[CLS] man is not home appropriately,0,2,1,0.5,0.8333333333333334,113.55550384521484,160.5030517578125,0.8447256294457475,0.9877839202436007
368,"two boys with blond - hair, wearing striped shirts on a bed.",children playing in the park.,"two forwards with maple tarzan hair, wearing tee shirts and a tie.",currently being in the company.,0,2,1,0.42857142857142855,0.5,281.8399353027344,157.53453063964844,0.9575187634472968,0.8823050892942774
369,a man pointing into the ear wearing a striped shirt in a small boat filled with many people.,a man is pointing into the foot and wearing a striped shirt.,a scene looking into the deformation wearing a striped shirt in a deserted yard filled with many people.,[CLS] man is called into the spot and wearing a striped shirt.,0,2,1,0.2631578947368421,0.38461538461538464,89.72529602050781,93.96788024902344,0.9733145008794963,0.7379552502534352
370,a singer wearing a leather jacket performs on stage with dramatic lighting behind him.,the singer did not show up,a guy in a leather jacket vacant on stage with outdoor lighting behind him.,[CLS] singer managed the show off,0,2,2,0.26666666666666666,1.0,186.72032165527344,106.80414581298828,0.9530428783618845,0.9886685149394907
371,two daschunds play with a red ball,a cat in a litter box.,"the refuge sniff mouse, with a swimming ball",[CLS] moving in a wet ball.,0,1,1,0.8571428571428571,0.8571428571428571,196.7203369140625,378.6842346191406,0.4304642206761855,0.5890352553460616
372,a man playing a piano,a boy is playing trombone.,a child playing a comical,[CLS] he is playing alone.,0,2,2,0.4,0.8333333333333334,135.9542999267578,141.33462524414062,0.9661529227741994,0.8949249550350942
373,san fransisco 49ers football field with cheerleaders and a packed stadium.,the football game got cancelled and the field is empty.,sanolissis is infirmary football stadium with cheerleaders and a useless field.,[CLS] football game gets extra and the field is lighted.,0,2,2,0.5,0.5454545454545454,137.9133758544922,145.8959197998047,0.8737888965697493,0.9946035180182662
374,many roller derby players skating around the rink.,roller derby players laying down after the match.,some rosary derby players sleep around the rink.,"roller derby, narrowing down after the first.",0,2,2,0.3333333333333333,0.3333333333333333,235.78472900390625,197.21624755859375,0.9478661550674587,0.9862684740219265
375,a man standing in front of a building on the phone as two men to the side pain on the side.,two girls walk through a hall,a man looks in front of a door in the hallways as two two in the side mistress in the side.,soothing evening standing through a blast,0,1,2,0.36363636363636365,0.6666666666666666,193.2660369873047,111.23224639892578,0.8293708565502129,0.6459349637370906
376,the man in the sailor suit is holding literature.,a chef is cooking stew.,the man in the white suit is gore cooked.,[CLS] merchant is holding poetry.,0,2,2,0.3,1.0,198.7903289794922,217.25331115722656,0.5089913433257607,0.9768628304664162
377,two women wearing red are smiling at the camera.,with their backs turned to the camera were two women wearing blue dresses,two women wearing blue are missing at the end.,with their poses turned to the camera are two women wearing striped shoes,0,1,2,0.3,0.3076923076923077,81.30442810058594,73.76372528076172,0.9164314526497037,0.9942909463134129
378,a young black man is getting his hair buzzed off.,the lady is at the hair salon.,a new old lady is getting his hair eyelashes off.,[CLS] remark is at the trash salon.,0,2,2,0.36363636363636365,0.625,231.13815307617188,154.80743408203125,0.957281893119216,0.9335572179406881
379,a man with a pinstriped shirt and tan slacks adjust his tie while looking at a apple laptop computer.,a woman adjusts her bra,a woman with a sleek waisted shirt and bra stockings removes her neck while looking at a computer science computer.,a gentleman inspires his partner,0,1,2,0.5,0.8,110.71678924560547,93.4685287475586,0.9669880976070999,0.9979575692559592
380,a man wearing a business suit holds up a drink as the other laughs.,the man is crying and writing,a man wearing a brave suit pulled up a sign as the last sentence.,[CLS] man is jealous and gets,0,2,2,0.3333333333333333,0.8333333333333334,124.13641357421875,142.7398681640625,0.9864689621463185,0.9963080796733266
381,a black man in a blue suit is talking on a cellphone while smoking.,the man is jogging,a young man in a black suit is driven on a cellphone while running.,the man stating he,0,1,2,0.26666666666666666,0.5,56.86114501953125,62.111907958984375,0.4475526269816328,0.9449055348522961
382,a little boy in a blue shirt is putting some sunglasses up to a window while a lady watches him.,a girl puts on some sunglasses,"a little mum in a blue shirt, accessories some sunglasses up to a window while a girl sees him.",[CLS] sims puts on some hint,0,1,2,0.23809523809523808,0.8333333333333334,135.6474151611328,135.3376922607422,0.9878867933584843,0.8756415809039026
383,three women are dancing among the bamboo.,a group of men are fencing.,both men are charged beneath the lance.,[CLS] group of women are female.,0,1,1,0.625,0.7142857142857143,292.4307556152344,198.25311279296875,0.8340025743755177,0.9801834425243214
384,a person in a red shirt is mowing the grass with a green riding mower.,a person in red is swimming in the olympics.,a man in a red coat is swimming in the sport with a green swimming pant.,[CLS] black in red is visible in the shade.,0,2,2,0.4375,0.6,81.37017059326172,53.11100769042969,0.9980860861032852,0.9259890826433548
385,"a woman in an american military uniform sits at a table and writes the words "" sad, "" "" depressed, "" and "" hatred "" on a large sheet of white paper.",a woman is diving off a mountain.,"a woman in an american adventure uniform named on a table and bears the name "" parachute, "" "" luckily, "" and "" dove "" on a large stick of white cloth.",[CLS] woman is owed about a guard.,0,2,2,0.2857142857142857,0.75,59.20423889160156,135.88275146484375,0.9471427831667825,0.9733158979433938
386,a businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.,man in suit,a vendor in a new suit with briefcase seating in a room with a chair abutment and a work space.,excellence in employment,2,1,2,0.5238095238095238,0.6666666666666666,229.55955505371094,99.0045394897461,0.6304963231086731,0.48071664571762085
387,a girl in a black sweater and jeans pours water into an empty soda bottle.,a girl pours water into the ocean,a girl in a white shirt and jeans sulfates water underneath an empty salt bottle.,[CLS] girl donates lucky into the lounge,0,2,2,0.3125,0.8571428571428571,162.77627563476562,106.626953125,0.6804308891296387,0.7238451838493347
388,man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also.,a man is wearing nothing.,man wearing blue detachment on floor in front of a man in blue sidewalk on floor with two other men wearing blue kneeling on the floor naked.,[CLS] man demanding further forgiveness.,0,1,2,0.17857142857142858,1.0,78.84629821777344,105.12689208984375,0.7383826679724734,0.9965609099017456
389,a white greyhound dog wearing a muzzle runs around a track.,the dog is not wearing a muzzle.,a white discarded dog in a shack runs around a corner.,[CLS] dog is not only a normal.,0,1,1,0.3333333333333333,0.625,235.72840881347656,95.23490142822266,0.9447292279219255,0.99360658635851
390,a man in colorful shorts is surfing under a wave.,a man is sunbathing.,a man in purple attire is lying on a frame.,[CLS] man is constantly masthing.,0,2,2,0.45454545454545453,1.0,463.7553405761719,74.1479721069336,0.8636252048891038,0.728023863164708
391,a man swings his tennis racquet as the tennis ball gets closer to him.,a man is shooting a basketball at the goal.,"a man shots a prem radian, as the athletic ball gets closer to him.",[CLS] man is preparing a match at the start.,0,2,2,0.4,0.6,83.07247924804688,178.2837371826172,0.8174206989788217,0.9928042071842356
392,a man is sitting on the floor and is surrounded by pictures.,a man sitting on a barren floor.,a man is sitting on the floor and is now by isolation.,[CLS] man sitting on a young floor.,0,1,2,0.15384615384615385,0.5,89.26211547851562,101.50733184814453,0.913619739934802,0.9380167312338017
393,"a boy wearing jean shorts, and a black and blue shirt, reading a book, sits on a rolling device up against a wall that says book fair, while other people stand around.",the boy plays a video game.,"a boy wearing black suits, and a black and white shirt, wearing a smirk, sits on a playing device up against a wall that looks up nearby, while other people stand around.",the boy plays a gospel book.,0,2,2,0.24324324324324326,0.2857142857142857,58.335716247558594,44.20813751220703,0.9624059125781059,0.9650665447115898
394,"two girls, one wearing a pink shirt and the other wearing a blue shirt, are standing against a wall.",two girls playing hopscotch in an open court.,"two giggles, one wearing a wimbledon shirt and the other wearing a black shirt, are wicked like a sim.",##dating girls hang hopscotch in an additional pose.,0,2,2,0.2727272727272727,0.6666666666666666,50.973899841308594,54.74251937866211,0.9180649582995102,0.9557315771235153
395,people are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.,people are taking the elevator.,fans are on an escalator rush to get to the theater while looking out of the elevator that makes up the lobby.,diplomats are checking the entrances.,0,1,2,0.30434782608695654,0.5,54.15998840332031,46.06332778930664,0.9621760455920594,0.9958242995198816
396,a person in blue is the only person currently throwing their ball at a bowling alley.,the person is eating nachos.,a contestant in columbus is the only person ever eat their paws at a culinary device.,the person is carrying supplies consolations.,0,2,2,0.4117647058823529,0.5,135.08006286621094,205.22291564941406,0.9655553958727978,0.996085133345332
397,"a man wearing black pants, an orange and brown striped shirt, and a black bandanna in a "" just thrown a bowling ball "" stance.",the bandana is expensive.,"a man wearing blue pants, an orange and white striped shirt, and a black bandana in the "" i make a bowling ball "" design.",[CLS] bandanna is exclusive.,2,2,2,0.25,1.0,77.51803588867188,45.49595260620117,0.0009563565254211426,-0.0007713437080383301
398,at least eight people are sitting at a table in a building that overlooks the city.,people sitting on the floor,at least six people aretose at a table in the floor that overlooks the city.,guests sitting in the exterior,0,1,1,0.29411764705882354,0.6,51.17178726196289,97.8418197631836,0.8936047190800309,0.9260415071621537
399,a photographer and assistant take a photo of a man in a suit and a woman in a dress in front of large white columns and a yellow wall.,the photographer is taking a photo of a dog.,a photographer and assistant is a photo of a man with a dog and a woman in a dress in white of a white flank and a red patch.,the photographer is known a photo of a lover.,0,1,2,0.26666666666666666,0.2,49.00700378417969,46.32829666137695,0.8998846803733613,0.9913712572888471
