orig_pred,contrast_pred,orig_premise,orig_hypothesis,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise,diff_premise_probs,diff_hypothesis_probs
contradiction,neutral,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The woman is wearing a full sleeved jacket.,A woman is holding her hand up above a dog.,A woman is holding her hand above a dog.,0,2,1,0.5217391304347826,0.7777777777777778,37.34585952758789,40.27125549316406,0.8024465860798955,0.9858689971733838
contradiction,neutral,A large group of people walking in a busy city at night.,People are outside in a park.,A large group of people walk in a busy city.,People are walking in a busy city at night.,0,0,1,0.23076923076923078,0.7142857142857143,16.106582641601562,46.356605529785156,0.0023539066314697266,0.9851470543071628
contradiction,neutral,Two children play in the snow by the side of the road.,Toddles are roasting marshmallows.,Two children play in the snow.,Two children play in the sand by the beach.,0,0,0,0.46153846153846156,1.8,16.224149703979492,60.43196487426758,0.0002707242965698242,0.0003997683525085449
contradiction,neutral,"A man sitting on a statue outdoors, near a woman standing next to him.",children playing baseball at the park,"A man sits on a statue outdoors, near a woman standing next to him.",A man is sitting on a bench near a woman who is feeding a duck.,0,0,0,0.0625,2.6666666666666665,32.2667236328125,77.54269409179688,1.0728836059570312e-06,-0.051180899143218994
contradiction,neutral,An asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand.,The teenager is sliding down the railing.,An asian teenager wearing a white shirt with black stripes sits on the steps.,An asian teenager is sitting on the steps with his face resting on his hand.,0,0,1,0.391304347826087,1.5,10.684274673461914,49.49382019042969,-0.00048744678497314453,0.9799310185967443
contradiction,neutral,A man of the cloth puts a black substance on a man's forehead.,The women are at the park.,A man of the cloth puts a black substance on a man's forehead.,The priest is giving a blessing to a person.,0,0,2,0.0,1.1428571428571428,39.41240692138672,52.45032501220703,0.0,0.7991285619791597
contradiction,neutral,a woman wearing a pink tank top holding a mug of liquid,A woman in a blue tank top holding a car.,a woman wearing a pink tank top holding a mug of liquid.,A woman in a blue tank top holding a mug of liquid.,0,0,0,0.08333333333333333,0.2727272727272727,17.427066802978516,27.191699981689453,0.00013333559036254883,-0.0006079673767089844
contradiction,neutral,"Two black guys, that are on rival teams playing basketball.",Two women playing basketball.,Two guys playing basketball.,Two players playing basketball.,0,0,1,0.5833333333333334,0.2,80.72254943847656,41.812957763671875,0.0008823275566101074,0.9614419108838774
contradiction,neutral,A woman is holding a large check for Kids Food Basket.,She is stealing from them.,A woman is holding a large check.,She is donating to Kids Food Basket.,0,0,2,0.3333333333333333,0.8333333333333334,44.72353744506836,71.41084289550781,0.005678534507751465,0.5500556668266654
neutral,entailment,Swimming in the wide blue ocean.,The ocean swims in the blue wideness.,The ocean swims in the wide blue ocean.,The ocean swims.,1,2,1,0.42857142857142855,0.5,71.81358337402344,45.181114196777344,0.5378800928592682,0.25554585456848145
contradiction,neutral,Two men and one woman with blond-hair walk through a gate with barbed wire on top.,Two dogs are walking throught a gate.,Two men and one woman walk through a gate.,Two men and one woman walk through a gate.,0,0,1,0.47368421052631576,0.75,27.649198532104492,44.015655517578125,0.009005486965179443,0.9842219804413617
contradiction,neutral,Man and a child at an exhibit booth looking at something.,A woman and her dog are eating breakfast.,Man and a child at an exhibit booth.,A man and his child are eating breakfast.,0,0,0,0.25,0.3333333333333333,60.39494705200195,61.25468063354492,-5.9604644775390625e-06,-0.0006033182144165039
neutral,contradiction,A woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees.,the woman is hanging out with her kids,A woman swings on a rope overlooking a blue farmhouse and gated pastures and tall trees.,the woman is on a hot air balloon ride,2,2,0,0.058823529411764705,0.75,155.55235290527344,131.2921142578125,0.002107679843902588,0.9847711455076933
contradiction,neutral,A group of swimmers jump into a pool.,A group of swimmers are sitting on an airplane on the way to their swimming competition.,A group of swimmers jump into the pool.,A group of swimmers are on their way to a swimming competition in a car.,0,0,0,0.1111111111111111,0.5294117647058824,17.975868225097656,25.493070602416992,1.6689300537109375e-06,-0.0003592371940612793
contradiction,neutral,A few women and children are collecting items from rocks.,People are throwing rocks.,Women and children collect items from rocks.,Women and children are picking berries in a nearby garden.,0,0,0,0.45454545454545453,1.8,56.56062698364258,137.675048828125,-0.05054861307144165,0.08072364330291748
contradiction,neutral,A group of female athletes are huddled together and excited.,The group of athletes all can breathe underwater.,A group of female athletes are huddled together.,A group of female athletes are huddled together and excited because they are going to compete in a swimming competition.,0,0,2,0.18181818181818182,1.8888888888888888,12.096060752868652,60.49913787841797,-0.0003000497817993164,0.9943861018691678
contradiction,neutral,"A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.",The blanket is black.,A woman is holding a baby wrapped in a blanket.,The blanket is yellow.,0,2,1,0.5416666666666666,0.2,18.364347457885742,22.199932098388672,0.9921770875807852,0.5392214599414729
contradiction,neutral,A woman with a black purse and a red coat is sitting on a pillar of concrete.,"The woman is running down the path, jogging with earphones in her ears.",A woman with a black purse is sitting on a pillar of concrete.,"The woman is walking down the path, wearing a red coat and carrying a black purse.",0,0,0,0.2222222222222222,0.6666666666666666,19.542776107788086,32.77072525024414,-4.172325134277344e-06,-0.0011668801307678223
contradiction,neutral,A man in a green shirt and large beige hat is supervising a newsstand that sells snacks and drinks.,the man is at home sleeping,A man is supervising a newsstand.,A man is at the beach sunbathing.,0,0,0,0.65,0.8333333333333334,41.4707145690918,120.88277435302734,3.170967102050781e-05,8.64863395690918e-05
contradiction,neutral,"Two boys with blond-hair, wearing striped shirts on a bed.",Children playing in the park.,"Two boys with blond-hair, wearing striped shirts.","Two boys with blond hair, wearing striped shirts, play in the park.",0,0,0,0.21428571428571427,1.8333333333333333,35.03204345703125,82.38824462890625,-0.4453589916229248,-0.00018906593322753906
contradiction,neutral,A man pointing into the ear wearing a striped shirt in a small boat filled with many people.,A man is pointing into the foot and wearing a striped shirt.,A man pointing into the ear wears a striped shirt.,A man is pointing into the air and wearing a striped shirt.,0,0,0,0.47368421052631576,0.07692307692307693,46.359832763671875,43.3864860534668,0.0007756948471069336,-0.0097237229347229
contradiction,neutral,Two daschunds play with a red ball,A cat in a litter box.,Two daschunds play with a ball.,Two daschunds play with a blue ball.,0,0,0,0.2857142857142857,0.8571428571428571,30.79705238342285,75.88329315185547,1.430511474609375e-06,-0.0014074444770812988
contradiction,neutral,San Fransisco 49ers football field with cheerleaders and a packed stadium.,The football game got cancelled and the field is empty.,San Fransisco 49ers football field with cheerleaders.,The football game is taking place at Levi's Stadium.,0,0,2,0.3333333333333333,0.6363636363636364,27.690372467041016,50.35657501220703,-0.00015801191329956055,0.8603184256644454
contradiction,neutral,Many roller derby players skating around the rink.,roller derby players laying down after the match.,Many roller derby players skate around the rink.,roller derby players skating around the rink and cheering.,0,0,2,0.1111111111111111,0.6666666666666666,79.73585510253906,165.62149047851562,3.910064697265625e-05,0.9989204539451748
contradiction,neutral,A man standing in front of a building on the phone as two men to the side pain on the side.,two girls walk through a hall,A man standing in front of a building on the phone.,two men walk through a hall,0,0,0,0.45454545454545453,0.16666666666666666,80.4649887084961,56.93358612060547,1.7762184143066406e-05,-0.00035053491592407227
contradiction,neutral,The man in the sailor suit is holding literature.,A chef is cooking stew.,The man in the sailor suit holds a book.,A man is holding a book.,0,0,1,0.3,0.6666666666666666,41.01876449584961,82.609130859375,-1.71661376953125e-05,0.9768706395843765
contradiction,neutral,Two women wearing red are smiling at the camera.,With their backs turned to the camera were two women wearing blue dresses,Two women are smiling at the camera.,Two women are smiling at the camera.,0,0,1,0.2,0.8461538461538461,18.194398880004883,40.90727996826172,-0.0004277229309082031,0.9791084188400418
contradiction,neutral,A young black man is getting his hair buzzed off.,The lady is at the hair salon.,A young black man is getting his hair cut.,A young black man is getting his hair cut.,0,0,0,0.18181818181818182,0.875,19.437349319458008,33.20443344116211,-0.005797207355499268,-0.5542960166931152
contradiction,neutral,A man with a pinstriped shirt and tan slacks adjust his tie while looking at a apple laptop computer.,A woman adjusts her bra,A man adjusts his tie while looking at a laptop computer.,A woman adjusts her phone,0,0,0,0.45,0.2,66.53998565673828,23.614303588867188,0.00012737512588500977,1.823902130126953e-05
contradiction,neutral,A man wearing a business suit holds up a drink as the other laughs.,the man is crying and writing,A man wearing a business suit holds up a drink.,A man is holding a drink as the other laughs.,0,0,1,0.26666666666666666,1.5,19.160690307617188,78.68029022216797,-0.00010246038436889648,0.9786609033071727
contradiction,neutral,A black man in a blue suit is talking on a cellphone while smoking.,The man is jogging,A black man is talking on a cellphone while smoking.,A man is talking on a cellphone while jogging.,0,0,0,0.26666666666666666,1.75,19.26637077331543,34.061500549316406,-0.003987491130828857,0.00197678804397583
contradiction,neutral,A little boy in a blue shirt is putting some sunglasses up to a window while a lady watches him.,A girl puts on some sunglasses,A little boy is putting some sunglasses up to a window.,A little boy is putting on some sunglasses.,0,0,1,0.42857142857142855,0.8333333333333334,33.634395599365234,69.90819549560547,0.0009708404541015625,0.9910301039053593
contradiction,neutral,Three women are dancing among the bamboo.,A group of men are fencing.,Three women are dancing.,Three women are fencing.,0,0,0,0.375,0.5714285714285714,221.88522338867188,95.2750473022461,3.707408905029297e-05,-0.0009596347808837891
contradiction,neutral,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is swimming in the Olympics.,A person is mowing the grass.,A person in red is painting a picture.,0,0,0,0.5625,0.4,36.08872985839844,55.26926803588867,1.811981201171875e-05,-0.0010612010955810547
contradiction,neutral,"A woman in an American military uniform sits at a table and writes the words ""sad,"" ""depressed,"" and ""hatred"" on a large sheet of white paper.",A woman is diving off a mountain.,"A woman sits at a table and writes the words ""sad,"" ""depressed,"" and ""hatred"" on a large sheet of white paper.",A woman is writing a letter.,0,0,1,0.14285714285714285,0.375,15.53630542755127,18.552242279052734,3.2186508178710938e-06,0.9070989414558426
entailment,neutral,A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.,man in suit,A businessman in a white sweater conducts necessary business.,a man in a suit conducts necessary business in a plaza using a concrete abutment as a work table.,2,2,0,0.5238095238095238,5.666666666666667,21.784936904907227,559.9342651367188,0.03735199570655823,0.4423459768295288
contradiction,neutral,A girl in a black sweater and jeans pours water into an empty soda bottle.,A girl pours water into the ocean,A girl pours water.,A girl pours water into a cup.,0,2,0,0.6875,0.42857142857142855,21.184783935546875,35.097320556640625,0.726006269454956,0.24970757961273193
contradiction,neutral,Man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also.,A man is wearing nothing.,Man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor.,A man is wearing a blue shirt.,0,0,2,0.03571428571428571,0.5,38.36258316040039,38.89277648925781,-0.0006434917449951172,0.9037450338946655
contradiction,neutral,A man in colorful shorts is surfing under a wave.,A man is sunbathing.,A man in colorful shorts is surfing.,A man is surfing under a wave.,0,0,1,0.2727272727272727,0.8,30.313079833984375,74.36409759521484,0.00027364492416381836,0.9808722886664327
contradiction,neutral,A man swings his tennis racquet as the tennis ball gets closer to him.,A man is shooting a basketball at the goal.,A man swings his tennis racquet.,A man is playing table tennis.,0,0,0,0.5333333333333333,0.6,39.99691390991211,53.75460433959961,4.76837158203125e-07,-0.05868887901306152
contradiction,neutral,A man is sitting on the floor and is surrounded by pictures.,A man sitting on a barren floor.,A man is sitting on the floor.,A man is sitting on a carpeted floor.,0,2,2,0.38461538461538464,0.25,22.48931312561035,38.45887756347656,0.9636525697424076,0.9815765208913945
contradiction,neutral,"a boy wearing jean shorts, and a black and blue shirt, reading a book, sits on a rolling device up against a wall that says book fair, while other people stand around.",The boy plays a video game.,"a boy wearing jean shorts, and a black and blue shirt, reads a book.",A boy wearing jean shorts and a black and blue shirt sits on a rolling device up against a wall that says book fair while other people stand around.,0,0,1,0.5675675675675675,3.857142857142857,13.265259742736816,22.82468032836914,0.035016655921936035,0.935456587234512
contradiction,neutral,"Two girls, one wearing a pink shirt and the other wearing a blue shirt, are standing against a wall.",Two girls playing hopscotch in an open court.,Two girls are standing against a wall.,Two girls are standing in a park.,0,0,0,0.6363636363636364,0.5555555555555556,13.456866264343262,42.44480514526367,0.0007186532020568848,-0.41559672355651855
contradiction,neutral,People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.,People are taking the elevator.,People are on an escalator waiting to get to their destination while looking outside.,People are waiting in line to get on a different floor.,0,0,1,0.34782608695652173,1.5,24.870969772338867,33.567222595214844,0.00033205747604370117,0.5876044837787049
contradiction,neutral,A person in blue is the only person currently throwing their ball at a bowling alley.,The person is eating nachos.,A person in blue is throwing their ball at a bowling alley.,A person is eating a sandwich.,0,0,0,0.23529411764705882,0.5,61.44207763671875,59.65951156616211,0.0001042485237121582,-0.0009146928787231445
neutral,entailment,"A man wearing black pants, an orange and brown striped shirt, and a black bandanna in a ""just thrown a bowling ball"" stance.",The bandana is expensive.,"A man wearing black pants, an orange and brown striped shirt, and a black bandanna in a ""just thrown a bowling ball"" stance at the bowling alley.",A man is wearing a black bandanna.,2,2,1,0.14285714285714285,1.2,31.61380958557129,40.6002311706543,0.00031626224517822266,0.9823689009062946
contradiction,neutral,At least eight people are sitting at a table in a building that overlooks the city.,People sitting on the floor,At least eight people are sitting at a table.,At least eight people are sitting in a room.,0,0,1,0.4117647058823529,1.8,17.1185302734375,41.449363708496094,0.007168173789978027,0.8916486734524369
contradiction,neutral,A photographer and assistant take a photo of a man in a suit and a woman in a dress in front of large white columns and a yellow wall.,The photographer is taking a photo of a dog.,A photographer and assistant take a photo of a man in a suit and a woman in a dress.,A photographer is taking a photo of a couple in front of a large building.,0,0,2,0.3333333333333333,0.8,21.474637985229492,18.184600830078125,-2.968311309814453e-05,0.7429066133336164
